,0
PIK3CB,-0.08173980447516135
QPCTL,-0.04146848230224304
LRP12,-0.13539523435554632
RPH3A,-0.09781703181989411
SLC29A3,-0.035077962214601334
NXPH1,-0.10333965913914545
SYT11,-0.13789152497589574
BCOR,0.001751804980025162
NUDT17,-0.0867882627658621
GAL3ST1,-0.20171020898557787
TSPAN19,0.03102751705439507
SQSTM1,-0.0910054398895365
RHOB,-0.09938388891286395
OR13A1,-0.04730715591592595
SMOX,-0.11447123975261128
TBX19,-0.17522884416935267
TMEM198,-0.1117413215616738
NDUFA10,-0.054141498903414804
CORO1B,-0.04148603240926569
CHST4,-0.13603194412943684
PCGF3,-0.06269640886565642
PRTN3,-0.03209303049689949
PRKCB,-0.1457980279465399
LYPD6,-0.17332719092673846
GLS2,-0.1146492719977964
OR2A12,0.0
SPG7,-0.09335285573862635
MAN2C1,-0.1621695240135911
HAL,-0.1417609202722533
KALRN,-0.2314666453196636
TP53INP2,-0.09755988896940973
CCDC94,-0.07479963640233278
DSG1,-0.12051307894291854
CDS2,-0.07998370906933672
WISP1,-0.03797568044851644
FAM186A,-0.11911410412303011
VWDE,-0.19511791112599622
ZNF862,-0.1240088429598594
KRT32,-0.10551862175028709
ZDHHC13,-0.016775062401844603
ALDH3B2,-0.13281353170580598
TAF4B,-0.18796220648831444
CA12,-0.026522109053811936
PRR4,-0.059631994819105305
TTPAL,-0.06078403441801973
P2RY6,-0.09847252183921179
RAPSN,-0.0810979091817063
PSMG1,-0.08019003053924875
RUVBL2,-0.012892860504672915
EME1,-0.0748501847852805
PEG10,-0.1500883990580099
IMP3,-0.05563623303054784
FASLG,-0.130925746782359
BRD8,-0.048109036923311
ZNF404,-0.14462866445987757
NUP107,-0.09084122058483507
QRICH1,-0.05396651743624851
FBXO16,-0.024245638977299817
ADAMTSL1,-0.18447739666489507
LIMK1,-0.01596514293417526
DDX25,-0.13746765315477422
OR51V1,0.0
DHX16,-0.025144677963680605
JMJD4,-0.048205776744005585
CRLS1,-0.11575762123093698
ITIH3,-0.048762369714119506
WARS,-0.14725563302496378
DDX60,-0.09611911576325814
LYSMD2,-0.07836352816220488
FAM47A,-0.15822035713307214
SYT8,-0.16165327215432534
SGTB,-0.15426383223831114
EPHB4,-0.05883179753535667
MIER1,-0.09630000938530951
FLT1,-0.19411995463481846
MLPH,-0.024219390409103918
MYO18B,-0.04490670700492819
KRTAP27-1,0.0
ETV3,-0.11018094285915495
HMX1,-0.08477480093626967
IDI1,-0.10469379013195095
CCDC90B,-0.12708552370340007
B3GNT9,-0.04718517755854106
WDTC1,-0.1442262445149072
SLC7A1,-0.09353468728807086
TFPI2,-0.1829642784817513
HSP90AB1,-0.03710488881615778
RUNDC3A,-0.1711325933426749
TRDMT1,-0.19585143081818335
CAPZB,-0.0014499032508330754
MED29,-0.03541629590533427
PKN1,-0.03523848382080782
OLIG1,-0.06721549989842827
UBE3C,-0.04401550491094084
SMURF2,-0.14884890661553127
SLC25A32,-0.0746070231690925
OR8B8,0.0
HDLBP,-0.028249865509364567
MUC13,-0.11601533505807071
DOT1L,-0.02070181720897305
DAPK3,-0.03994081905500863
TMEM8C,0.40911270951605466
CCDC146,-0.13823437810771533
CLDN4,-0.07039815313552004
TFCP2L1,-0.1842200917162755
TKT,-0.14272074893287384
OSR1,-0.2744020662756167
SMO,-0.13369818308990924
TRIM37,-0.08474859008788077
CD63,-0.07985209938545822
NTHL1,-0.0749154939764644
PEX2,-0.08832673218124908
PRRG3,-0.2408775227890092
FAM26F,-0.10513695092482915
FYCO1,-0.1339170623267496
PPCDC,-0.060046047019474656
IL26,0.2070840214877888
CLEC10A,-0.21079243928956773
ESR1,-0.042928894776105266
NELL1,-0.1039463493582246
PDE9A,-0.22049990501446587
EFNA5,-0.17658654952937766
CALR,-0.013969463019800754
PDE10A,-0.13503470611001706
MAT2B,-0.12038277118099602
FANCM,-0.11804121984663077
MFAP2,-0.04133050674896816
TTLL2,-0.08500029666594336
SMAGP,-0.08757971706527265
ATG16L1,-0.02646335617514649
MAP2K5,-0.1521084532541886
PRM2,0.0
CSRNP1,-0.26764162145750586
LCE3C,0.0
MSH2,-0.06421636668053564
POLR2G,-0.0125530376636564
FNBP1,-0.09005568736661138
KIF25,-0.21851710261745128
KDR,-0.2166259690418443
IL12B,-0.06968003515416689
MYBPC1,-0.06849327970227427
ACSL3,-0.10411022831229148
UBE2L3,-0.04931248231413922
DLX3,-0.08523010948329961
AKT2,-0.10419214764387232
LGR5,-0.11240112690736474
SOX8,-0.1853656152599997
HGD,-0.13026494636978247
UBXN7,-0.1153425420594494
BUB3,-0.025254257497605025
CSNK1A1L,-0.10493387797710628
MED10,-0.06961342963882505
HS3ST5,-0.09247465290901592
TPRX1,0.661909908288621
CLMN,-0.1349674620181851
PEX13,-0.016276066750003718
PDGFA,-0.20104969690790814
FGL1,-0.04399219585160936
RAC3,-0.06619603447467338
BIRC2,-0.13738016805255368
STOML3,-0.02306563386782929
CCNA1,-0.14555497605261894
NEUROD2,-0.03717346470120487
SH2B1,-0.07250855744923354
FRZB,-0.10848553232804263
TEC,-0.15053245030520418
TRIAP1,-0.05768853260339336
GPR82,-0.10476644535201327
PLK2,-0.14188288126469573
PCYOX1L,0.013300707915528766
FANCF,0.040350543255181524
MRGPRD,0.028285125828406966
SACS,-0.23472550633074335
GJC2,-0.18045147631246242
KCNB1,-0.2527730064626437
AGPAT2,-0.19203669038028642
THRB,-0.2554522819721811
FANK1,-0.060121265275181655
ZEB1,-0.1871390458088574
NR2F2,-0.09103595671536552
ADAM2,-0.06877347374692865
CPLX1,-0.10102256321286635
NEXN,-0.11764872124481869
SAMD9,-0.100618380794602
MESP2,-0.11362265003254
APRT,-0.07587982472307173
CDK13,-0.026844359621100017
ARHGEF19,-0.04695008634304256
EBAG9,-0.08998883797514791
ABCF1,-0.021560832326180217
CDYL,-0.06456092107417691
VPS35,-0.09708931720695071
ATP6V1B2,-0.05787446858639883
MYOG,-0.037494265828844076
FAM111B,-0.04999406286052485
RNASE3,0.0988034816933313
CASR,0.07516183780806537
USP7,0.004871003884193371
